শ্ছ শ্ছা শ্ছি শ্ছী শ্ছু শ্ছূ শ্ছে শ্ছো
শ্ন শ্না শ্নি শ্নী শ্নু শ্নূ শ্নে শ্নো
শ্ব শ্বা শ্বি শ্বী শ্বু শ্বূ শ্বে শ্বো
শ্ম শ্মা শ্মি শ্মী শ্মু শ্মূ শ্মে শ্মো
শ্ব শ্বা শ্বি শ্বী শ্বু শ্বূ শ্বে শ্বো
শ্য শ্যা শ্যি শ্যী শ্যু শ্যূ শ্যে শ্যো
শ্র শ্রা শ্রি শ্রী শ্রু শ্রূ শ্রে শ্রো
শ্ল শ্লা শ্লি শ্লী শ্লু শ্লে শ্লে শ্লা
ষ্ক ষ্কা ষ্কি ষ্কী ষ্কু ষ্কূ ষ্কৃ ষ্কে ষ্কো
ষ্ক্র ষ্ক্রা ষ্ক্রি ষ্ক্রী ষ্ক্রু ষ্ূক্র ষ্ক্রে ষ্ক্রো
ষ্ট ষ্টা ষ্টি ষ্টী ষ্টু ষ্টূ ষ্টে ষ্টো
ষ্ট্য ষ্ট্যা ষ্ট্যি ষ্ট্যী ষ্ট্যু ষ্ট্যূ ষ্ট্যে ষ্ট্যো
ষ্ট্র ষ্ট্রা ষ্ট্রি ষ্ট্রী ষ্ট্র ষ্ট্রু ষ্টূ্র ষ্ট্রো
ষ্ঠ ষ্ঠা ষ্ঠি ষ্ঠী ষ্ঠু ষ্ঠূ ষ্ঠে ষ্ঠো
ষ্ঠ্য ষ্ঠ্যা ষ্ঠ্যি ষ্ঠ্যী ষ্ঠ্যু ষ্ঠূ ষ্ঠ্যূ ষ্ঠ্যে ষ্ঠ্যো
ষ্ণ ষ্ণা ষ্ণি ষ্ণী ষ্ণু ষ্ণ্হ ষ্ণূ ষ্ণে ষ্ণো
ষ্ণ্য ষ্ণ্যা ষ্ণ্যি ষ্ণ্যী ষ্ণ্যু ষ্ণ্যূ ষ্ণ্যে ষ্ণ্যো
ষ্প ষ্পা ষ্পি ষ্পী ষ্পু ষ্পূ ষ্পে ষ্পো
ষ্প্র ষ্প্রা ষ্প্রি ষ্প্রী ষ্প্রু ষ্প্রূ ষ্প্রে ষ্প্রো
ষ্ফ ষ্ফা ষ্ফি ষ্ফী ষ্ফু ষ্ফূ ষ্ফে ষ্ফো
ষ্ব ষ্বা ষ্বি ষ্বী ষ্বু ষ্বূ ষ্বে ষ্বো 
ষ্ম ষ্মা ষ্মি ষ্মী ষ্মু ষ্মূ ষ্মে ষ্মো 
ষ্ম্য ষ্ম্যা ষ্ম্যি ষ্ম্যী ষ্ম্যু ষ্ম্যূ ষ্ম্যে ষ্ম্যো
ষ্য ষ্যা ষ্যি ষ্যী ষ্যু ষ্যূ ষ্যে ষ্যো
স্ক স্কা স্কি স্কী স্কু স্কূ স্কে স্কো
স্ক্র স্ক্রা স্ক্রি স্ক্রী স্ক্রু স্ক্রূ স্ক্রে স্ক্রো
স্খ স্খা স্খি স্খী স্খু স্খূ স্খে স্খো
স্ট স্টা স্টি স্টী স্টু স্টূ স্টে স্টো
স্ট্য স্ট্যা স্ট্যি স্ট্যী স্ট্যু স্ট্যূ স্ট্যে স্ট্যো
স্ট্র স্ট্রা স্ট্রি স্ট্রী স্ট্রু স্ট্রূ স্ট্রে স্ট্রো
স্ত স্তা স্তি স্তী স্তু স্তূ স্তৃ স্তে স্তো
স্ত্য স্ত্যা স্ত্যি স্ত্যী স্ত্যু স্ত্যূ স্ত্যে স্ত্যো
স্ত্র স্ত্রা স্ত্রি স্ত্রী স্ত্রু স্ত্রূ স্ত্রে স্ত্রো
স্হ স্হা স্হি স্হী স্হু স্হূ স্হে স্হো
স্হ্য স্হ্যা স্হ্যি স্হ্যী স্হ্যু স্হ্যূ স্হ্যে স্হ্যো
স্ন স্না স্নি স্নী স্নু স্নূ স্নে স্নো
স্প স্পা স্পি স্পী স্পু স্পূ স্পে স্পো
স্ফ স্ফা স্ফি স্ফী স্ফু স্ফূ স্ফে স্ফো
স্ব স্বা স্বি স্বী স্বু স্বূ স্বে স্বো
স্ম স্মা স্মি স্মী স্মু স্মূ স্মৃ স্মে স্মো
স্য স্যা স্যি স্যী স্যু স্যূ স্যে স্যো
স্র স্রা স্রি স্রী স্রু স্রূ স্রে স্রো
স্ল স্লা স্লি স্লী স্লূ স্লূ স্লে স্লো
হ্ণ হ্ণা হ্ণি হ্ণী হ্ণু হ্ণূ হ্ণে হ্ণো
হ্ন হ্না হ্নি হ্নী হ্নু হ্নূ হ্নে হ্নো
হ্ব হ্বা হ্বি হ্বী হ্বু হ্বূ হ্বে হ্বো
হ্ম হ্মা হ্মি হ্মী হ্মু হ্মূ হ্মে হ্মো
হ্য হ্যা হ্যি হ্যী হ্যু হ্যূ হ্যে হ্যো
হ্র হ্রা হ্রি হ্রী হ্রু হ্রূ হ্রে হ্রো
হ্ল হ্লা হ্লি হ্লী হ্লু হ্লূ হ্লে হ্লো

কঁ খঁ গঁ ঘঁ ঙঁ চঁ ছঁ জঁ ঝঁ ঞঁ টঁ ঠঁ ডঁ ঢঁ ণঁ তঁ থঁ দঁ ধঁ নঁ পঁ ফঁ বঁ ভঁ মঁ যঁ রঁ লঁ শঁ ষঁ সঁ হঁ ড়ঁ ঢ়ঁ য়ঁ 

কিঁ খিঁ গিঁ ঘিঁ চিঁ ছিঁ জিঁ ঝিঁ টিঁ ঠিঁ ডিঁ ঢিঁ ণিঁ তিঁ থিঁ দিঁ ধিঁ নিঁ পিঁ ফিঁ বিঁ ভিঁ মিঁ যিঁ রিঁ লিঁ শিঁ ষিঁ সিঁ হিঁ ড়িঁ ঢ়িঁ য়িঁ 

কীঁ খীঁ গীঁ ঘীঁ চীঁ ছীঁ জীঁ ঝীঁ টীঁ ঠীঁ ডীঁ ঢীঁ ণীঁ তীঁ থীঁ দীঁ ধীঁ নীঁ পীঁ ফীঁ বীঁ ভীঁ মীঁ যীঁ রীঁ লীঁ শীঁ ষীঁ সীঁ হীঁ ড়ীঁ ঢ়ীঁ য়ীঁ

কুঁ খুঁ গুঁ ঘুঁ ঙুঁ চুঁ ছুঁ জুঁ ঝুঁ ঞুঁ টুঁ ঠুঁ ডুঁ ঢুঁ ণুঁ তুঁ থুঁ দুঁ ধুঁ নুঁ পুঁ ফুঁ বুঁ ভুঁ মুঁ যুঁ রুঁ লুঁ শুঁ ষুঁ সুঁ হুঁ ড়ুঁ ঢ়ুঁ য়ুঁ 

কূঁ খূঁ গূঁ ঘূঁ চূঁ ছূঁ জূঁ ঝূঁ টূঁ ঠূঁ ডূঁ ঢূঁ ণূঁ তঁ থূঁ দূঁ ধূঁ নূঁ পূঁ ফঁ বূঁ ভূঁ মূঁ যূঁ রূঁ লূঁ শূঁ ষূঁ সূঁ হূঁ ড়ূঁ ঢ়ূঁ য়ূঁ

কৃঁ খৃঁ গৃঁ ঘৃঁ চৃঁ ছৃঁ জৃঁ ঝৃঁ টৃঁ ঠৃঁ ডৃঁ ঢৃঁ ণৃঁ তৃঁ থৃঁ দৃঁ ধৃঁ নৃঁ পৃঁ ফৃঁ বৃঁ ভৃঁ মৃঁ যৃঁ রৃঁ লৃঁ শৃঁ ষৃঁ সৃঁ হৃঁ 

কেঁ খেঁ গেঁ ঘেঁ ঙেঁ চেঁ ছেঁ জেঁ ঝেঁ টেঁ ঠেঁ ডেঁ ঢেঁ ণেঁ তেঁ থেঁ দেঁ ধেঁ নেঁ পেঁ ফেঁ বেঁ ভেঁ মেঁ যেঁ রেঁ লেঁ শেঁ ষেঁ সেঁ হেঁ ড়েঁ ঢ়েঁ য়েঁ 

কোঁ খোঁ গোঁ ঘোঁ ঙোঁ চোঁ ছোঁ জোঁ ঝোঁ টোঁ ঠোঁ ডোঁ ঢোঁ ণোঁ তোঁ থোঁ দোঁ ধোঁ নোঁ পোঁ ফোঁ বোঁ ভোঁ মোঁ যোঁ রোঁ লোঁ শোঁ ষোঁ সোঁ হোঁ ড়োঁ ঢ়োঁ য়োঁ

কৌঁ খৌঁ গৌঁ ঘৌঁ চৌঁ ছৌঁ জৌঁ ঝৌঁ টৌঁ ঠৌঁ ডৌঁ ঢৌঁ ণৌঁ তৌঁ থৌঁ দৌঁ ধৌঁ নৌঁ পৌঁ ফৌঁ বৌঁ ভৌঁ মৌঁ যৌঁ রৌঁ লৌঁ শৌঁ ষৌঁ সৌঁ হৌঁ ড়ৌঁ ঢ়ৌঁ য়ৌঁ

