ব্য ব্যা ব্যি ব্যী ব্যু ব্যূ ব্যে ব্যো
ব্র ব্রা ব্রি ব্রী ব্রু ব্রূ ব্রে ব্রো
ব্ল ব্লা ব্লি ব্লী ব্লু  ব্লূ ব্লে ব্লো
ব্ল্য ব্ল্যা ব্ল্যি ব্ল্যী ব্ল্যু ব্ল্যূ ব্ল্যে ব্ল্যো
ভ্য ভ্যা ভ্যি ভ্যী ভ্যু ভ্যূ ভ্যে ভ্যো
ভ্র ভ্রা ভ্রি ভ্রী ভ্রু ভ্রূ ভ্রে ভ্রো
ভ্ল ভ্লা ভ্লি ভ্লী ভ্লু ভ্লূ ভ্লে ভ্লো
ম্ন ম্না ম্নি ম্নী ম্নু মূ্ন ম্নে ম্নো
ম্প ম্পা ম্পি ম্পী ম্পু ম্পূ ম্পৃ ম্পে ম্পো
ম্প্র ম্প্রা ম্প্রি ম্প্রী ম্প্রু ম্প্রূ ম্প্রে ম্প্রো
ম্ফ ম্ফা ম্ফি ম্ফী ম্ফু ম্ফূ ম্ফে ম্ফো
ম্ব ম্বা ম্বি ম্বী ম্বু ম্বূ ম্বে ম্বো
ম্ভ ম্ভা ম্ভি ম্ভী ম্ভু ম্ভূ ম্ভে ম্ভো
ম্ভ্র ম্ভ্রা ম্ভ্রি ম্ভ্রী ম্ভ্রু ম্ভ্রূ ম্ভ্রে ম্ভ্রো
ম্ম ম্মা ম্মি ম্মী ম্মু ম্মূ ম্মে ম্মো
ম্য ম্যা ম্যি ম্যী ম্যু ম্যূ ম্যে ম্যো
ম্র ম্রা ম্রি ম্রী ম্রু ম্রূ ম্রে ম্রো
ম্ল ম্লা ম্লি ম্লী ম্লু ম্লূ ম্লে ম্লো
য্য য্যা য্যি য্যী য্যু য্যূ য্যে য্যো 

র্ক র্খ র্গ র্ঘ র্চ র্ছ র্জ র্ঝ র্ট র্ঠ র্ড র্ঢ র্ণ র্ত র্থ র্দ র্ধ র্ন র্প র্ফ র্ব র্ভ র্ম র্য র্র র্ল র্শ র্ষ র্স র্হ র্ড় র্ঢ় র্য় 

